Blog	web	lol	ryan	de	band	album	jesus	mommy	grant	haha	christ	hannah	data	daddy	lord	pics	james	tour	social	digital	mix	students	china	records	library	thankful	site	english	chinese	pray	damn	record	language	club	content	bus	elder	charlie	war	africa	pages	research	session	darling	search	conference	facebook	omg	difficult	mentioned	released	till	writes	radio	recent	hell	disease	trust	george	bill	review	google	current	grandma	members	president	michael	dj	author	wanna	study	dr	hehe	release	community	sold	color	gifts	davis	design	eventually	technology	suppose	report	university	national	apartment	article	presented	restaurant	honestly	french	challenge	youtube	character	scott	guitar	america	santa	file	previous	west	culture	easter	folks	miles	media	bike	annie	goal	yard	collection	station	issues	copy	south	el	police	sharing	blogs	similar	surgery	blessed	prayer	presentation	aunt	grace	program	software	mama	dont	heat	truck	film	hip	singapore	mood	king	results	training	lights	mail	image	dogs	babies	response	award	hop	machine	government	states	performance	david	flight	action	sea	sale	mission	grateful	bear	speaking	kate	scene	shit	tracks	families	brothers	october	built	crowd	im	links	blogspot	allowed	projects	interest	health	pic	tea	details	race	thanksgiving	concert	practice	camp	issue	purpose	tim	suddenly	events	writer	ball	ha	september	bags	success	candy	build	dropped	crying	york	images	halloween	cheese	common	gorgeous	result	hubby	tickets	ah	figured	malaysia	van	reminded	african	dave	comfortable	san	inspired	literally	million	items	society	org	gotta	river	yummy	football	drew	cross	popular	london	favourite	musical	north	flowers	named	painting	chris	bathroom	]	wide	cost	vacation	paint	expected	resources	nap	points	hall	forgotten	activities	november	source	airport	path	asleep	hearing	holy	huh	mad	comfort	shared	mountain	text	secret	covered	meal	progress	winner	bands	board	access	mess	possibly	shots	january	routine	fully	strength	continued	dan	originally	katie	christian	science	hadn	videos	slightly	reach	include	joined	delicious	lazy	describe	credit	chase	fat	changing	freedom	feelings	falling	lines	chose	accept	provide	checked	teaching	taught	skin	block	discovered	empty	pre	characters	island	kit	slept	classes	buying	visited	label	adventure	studio	jack	notes	tag	hahaha	cd	blast	related	lake	worried	blame	closed	barely	attended	legs	zone	crew	knowledge	quote	html	hill	member	lessons	sigh	teeth	application	manage	marriage	happiness	code	natural	glass	fashion	push	prepared	papers	prayers	extremely	lesson	background	pants	positive	ladies	los	festival	broke	checking	doubt	angry	east	hearts	letters	tend	steps	gold	attempt	rich	effect	thinks	twitter	couch	direction	desire	fans	student	swimming	beer	losing	chair	product	robert	seconds	handle	rules	subject	grade	readers	recorded	sugar	tom	presents	force	grand	friendly	storm	included	teach	schedule	jazz	term	fingers	visiting	joe	audience	returned	scary	oil	goodness	development	press	united	hungry	cousin	agree	county	political	animals	lie	wet	milk	uncle	respect	model	feed	driver	sight	cookies	artist	career	incredible	official	em	ends	passion	pack	mum	classic	shoot	topic	ma	material	hero	tools	traditional	attend	recipe	eve	familiar	bruce	grandpa	ft	cleaning	photography	shouldn	grab	farm	dry	position	fix	stars	department	key	fuck	bath	ass	ben	greatest	plenty	bread	contest	heading	para	dressed	sex	screen	february	lyrics	singer	pair	garage	soft	awhile	answers	laptop	rare	celebration	hmm
Functional Shmunctional	4	0	0	3	1	1	0	1	1	1	0	0	0	1	0	14	0	0	1	1	1	0	0	0	1	3	32	1	0	0	5	7	1	2	1	2	0	1	0	0	4	7	0	0	5	0	4	1	10	13	1	0	2	1	3	10	1	1	1	0	4	11	2	5	1	2	0	0	0	7	3	3	0	3	10	1	12	3	0	1	1	1	6	6	0	2	0	4	0	2	2	0	2	0	0	0	2	3	1	0	5	0	1	1	23	5	0	2	0	1	3	1	2	17	1	0	0	0	4	15	0	9	6	2	1	1	0	2	0	1	0	0	3	0	0	0	3	0	2	1	0	4	5	3	0	1	11	0	2	0	0	1	1	1	0	0	2	1	4	0	1	0	3	1	1	2	0	7	0	0	0	0	0	3	1	0	5	15	0	1	2	5	1	0	2	2	2	0	4	2	4	6	2	4	0	3	0	0	0	0	1	8	0	4	3	0	3	34	0	2	4	0	0	7	0	0	0	2	0	1	0	2	0	0	3	2	1	6	0	3	2	0	0	0	1	0	0	0	0	0	0	2	0	4	0	1	1	1	3	1	2	2	5	1	3	0	0	1	1	10	2	1	4	0	0	1	0	0	4	2	1	1	2	0	1	3	1	0	1	0	1	0	2	0	0	2	2	0	0	0	0	1	0	1	2	1	1	4	0	1	1	2	3	0	0	1	0	0	0	1	0	3	0	5	0	0	1	0	1	1	2	0	10	0	0	0	3	2	0	1	0	0	3	2	2	7	0	1	1	1	0	0	0	3	4	3	5	1	0	0	2	0	2	2	4	1	1	3	0	0	0	1	0	3	1	10	0	0	1	3	1	0	0	0	4	5	4	1	1	0	1	2	0	0	0	0	1	1	3	0	0	4	3	0	1	2	9	3	0	39	0	3	0	2	0	2	1	1	0	3	5	0	1	1	3	0	1	4	0	0	6	0	0	0	1	1	2	0	2	0	1	3	0	1	2	0	5	5	0	1	0	2	2	2	0	2	1	3	0	5	4	0	0	4	4	0	0	3	0	0	1	0	3	0	3	0	3	0	1	2	3	2	0	5	2	0	0	9	0	0	1	0	8	0	0	2	0	1	2	0	0	1	1	0	0	2	8	2	4	0
♥Chibi's Dark World♥	6	117	0	0	1	1	0	0	0	76	0	0	7	0	2	11	0	0	0	2	0	0	1	0	0	0	0	12	3	3	1	0	8	0	1	4	0	0	1	0	0	7	1	4	5	0	4	0	3	16	1	33	0	0	3	1	0	2	0	0	3	18	5	0	3	0	0	0	0	13	1	2	23	4	0	1	16	0	0	8	6	0	1	0	0	0	5	4	0	6	11	0	0	10	7	0	0	1	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	9	0	3	0	1	2	0	0	5	2	0	1	0	2	0	7	8	5	3	1	0	3	6	0	1	1	0	0	1	0	0	6	0	0	0	0	0	2	4	4	2	0	23	0	0	1	0	0	0	0	0	0	0	0	1	3	2	9	9	5	1	0	5	7	0	0	2	0	9	0	7	0	12	3	3	1	3	0	0	1	0	8	0	2	2	1	8	0	1	17	0	8	1	0	0	0	2	2	1	0	0	7	0	0	7	0	0	0	2	1	0	0	4	0	0	0	1	6	0	2	0	0	0	1	2	6	0	2	2	8	0	1	1	3	0	1	3	0	4	15	11	2	1	1	4	7	0	2	0	6	0	0	3	0	0	0	6	0	7	2	1	0	0	0	0	0	0	19	2	11	1	0	8	17	4	4	0	0	4	0	1	1	0	6	2	2	4	0	0	22	4	0	3	3	21	5	0	5	0	5	0	2	2	0	3	1	1	43	7	0	2	0	3	4	1	0	0	1	0	0	4	2	0	0	2	0	0	1	2	7	0	9	4	6	3	0	1	0	2	0	4	2	1	0	3	1	0	2	0	2	3	2	0	1	0	4	2	1	3	1	10	0	1	0	2	0	2	1	0	0	0	0	7	0	3	0	0	2	1	0	0	2	2	0	0	1	4	0	2	0	0	0	2	8	2	0	1	2	6	0	4	0	4	0	4	0	2	0	0	0	2	2	4	5	2	2	3	0	2	0	8	0	0	2	6	4	1	0	0	1	0	5	0	2	0	0	0	3	0	5	5	0	0	0	1	2	2	1	0	4	3	1	0	1	6	0	0	5	0	0	1	0	1	0	18	1	0	14	0	0	4	1	0	3	8	0	12	2	2	18
MiSs Dreamer	0	3	0	0	0	6	0	0	8	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	6	0	2	0	9	1	4	2	0	11	0	1	0	0	0	0	0	0	1	5	0	0	0	3	0	1	6	0	2	1	4	0	6	0	0	0	0	1	0	1	0	1	0	5	0	0	0	0	3	0	1	2	4	0	2	13	0	0	0	1	0	0	1	0	1	9	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	1	2	0	1	2	0	5	0	1	0	2	0	7	5	0	5	1	1	0	0	0	0	0	1	0	0	4	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	0	3	0	0	2	10	1	0	2	0	0	0	0	0	8	3	0	2	5	0	0	0	2	0	3	1	0	1	2	9	0	0	0	0	1	0	3	0	2	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	7	0	1	1	0	0	0	2	0	3	1	2	0	1	2	0	2	3	0	0	2	0	8	0	0	6	7	0	0	2	1	3	3	0	0	0	2	2	2	2	0	0	4	2	0	0	5	1	0	0	0	0	1	0	5	4	0	1	0	6	9	0	0	1	0	0	0	0	0	1	2	0	1	3	1	4	0	0	0	0	4	12	9	0	4	7	1	0	0	2	0	1	4	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	1	0	0	5	0	0	5	0	0	6	0	0	0	2	1	2	1	0	4	2	10	0	4	0	2	0	2	4	2	7	0	2	0	1	3	0	0	0	1	11	2	0	13	12	3	0	0	5	1	4	1	0	0	1	3	0	0	0	0	2	2	0	0	1	1	0	1	1	6	0	0	0	2	4	0	0	3	0	1	0	0	0	1	2	0	0	0	5	0	1	0	0	0	0	10	3	0	0	0	4	1	0	0	3	0	0	0	4	0	3	0	0	1	0	2	9	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	3	2	1	2	0	0	4	0	1	0	0	0	0	2	3	2	0	1	0	0	0	6	3	1	2	0	0	3	0	3	0	3	1	0
DeannaMaree	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	4	0	3	0	2	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	3	0	1	1	0	1	6	0	0	0	0	0	0	2	10	0	0	8	1	0	0	0	1	0	0	0	2	0	0	8	1	0	0	2	0	4	9	0	0	0	0	1	3	4	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0	8	0	0	4	14	7	1	0	0	2	0	0	0	0	0	1	0	16	0	1	2	5	0	0	0	0	0	0	1	1	0	16	0	1	4	2	62	0	0	0	0	0	1	16	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	4	3	0	3	3	0	10	0	0	1	1	2	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	3	3	0	3	3	1	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	2	0	0	2	0	0	10	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	2	0	1	0	0	2	0	0	0	0	1	2	0	2	2	0	0	1	1	0	1	0	0	0	0	2	2	0	1	9	0	0	0	3	1	0	0	1	6	0	2	1	0	0	0	0	0	2	3	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	3	0	1	0	10	3	1	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	2	1	2	0	1	0	0	0	0	1	1	0	0	1	0	3	0	1	2	0	0	3	1	2	0	0	0	0	0	0
Judge a Book by its Cover	0	0	2	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
Where There's a Road	1	0	0	1	9	9	0	0	1	0	0	1	0	0	0	13	0	8	0	0	7	4	0	0	0	0	2	8	0	0	1	2	1	0	3	8	0	2	1	0	0	2	0	0	1	1	0	0	2	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	1	2	1	1	0	1	0	2	5	1	3	4	2	0	0	2	1	0	0	1	3	0	1	7	0	0	2	2	0	1	0	8	0	17	0	1	0	0	2	1	1	4	0	1	0	1	1	0	0	0	0	3	3	3	1	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	0	2	1	0	1	0	0	0	0	0	4	1	0	0	0	1	0	0	2	2	1	0	0	0	1	1	3	1	1	1	0	12	6	0	0	16	0	0	0	0	0	1	1	1	3	0	0	0	0	1	0	3	0	0	0	0	0	3	0	2	0	1	0	3	2	0	0	1	2	2	0	1	0	0	1	1	2	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	5	0	0	4	2	2	0	8	0	0	1	0	1	11	1	0	0	1	0	1	0	3	0	5	1	2	1	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	3	4	0	1	0	1	0	2	0	0	0	2	10	1	5	0	0	0	1	0	0	0	6	2	1	5	0	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	2	0	0	2	3	0	1	4	1	2	4	0	0	1	0	1	1	1	0	2	0	4	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	3	1	1	3	0	2	0	0	0	4	2	1	0	1	0	1	1	1	1	2	0	0	0	2	0	0	0	1	4	1	0	1	3	0	1	0	0	2	1	1	0	0	0	1	3	0	0	0	0	0	2	0	2	0	1	0	4	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	3	7	7	4	0	14	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0
F-Measure	20	0	2	15	214	8	3	0	6	0	0	0	1	2	3	0	25	16	5	6	75	1	2	46	1	1	11	14	0	0	0	29	0	9	0	4	1	0	7	4	3	4	12	9	4	0	0	0	5	12	157	5	3	126	12	10	1	2	6	10	195	4	9	1	20	1	12	66	0	12	4	6	0	65	2	1	1	0	4	2	23	2	12	1	0	1	0	5	7	2	10	9	1	178	5	26	36	3	1	2	24	2	9	1	2	8	2	0	0	1	1	45	7	2	30	4	5	6	2	1	33	0	1	1	2	0	0	2	0	3	0	1	1	48	28	0	2	9	3	0	2	3	10	0	0	0	1	29	10	2	5	7	27	2	3	5	2	3	1	10	2	25	20	3	150	0	31	4	4	2	0	61	0	1	3	9	0	1	1	2	5	0	44	3	1	9	2	4	0	2	10	1	0	6	0	26	11	3	0	0	3	1	0	0	9	0	18	0	2	4	2	0	12	4	0	9	1	2	11	2	0	1	2	2	4	1	0	2	3	10	27	9	0	15	2	1	9	0	14	3	1	1	1	1	1	1	2	0	8	8	94	1	4	8	0	1	0	15	4	0	1	1	4	4	0	2	27	0	0	0	61	1	0	3	8	1	0	2	3	7	5	4	38	11	1	0	3	36	26	5	11	4	0	1	17	7	1	1	3	4	3	8	16	2	1	1	1	1	3	7	2	16	4	6	4	12	0	2	0	2	1	38	0	103	3	4	0	0	38	1	8	4	0	8	4	5	2	0	1	4	7	5	0	7	10	2	0	0	0	1	5	0	0	3	11	1	2	1	0	0	1	1	16	1	2	3	1	2	12	4	11	3	1	2	1	1	2	8	8	3	10	4	0	0	6	3	21	0	1	2	3	0	5	16	3	0	1	3	0	0	44	3	9	3	9	3	4	0	8	0	0	16	9	0	0	24	9	1	0	2	0	0	9	2	2	2	5	0	5	0	5	0	4	3	9	1	0	0	1	0	22	21	2	27	100	2	1	0	0	28	3	1	2	42	7	0	5	0	0	1	26	24	0	0	0	0	2	5	0	0	0	1	6	0	0	1	0	6	2	8	3	1	4	0	0	0	17	1	0	59	18	2	13	10	0	1	0	7	3	0
Charlie and Us.	0	26	0	0	0	0	0	0	0	0	1	0	0	41	1	10	0	1	0	0	0	0	0	0	1	8	0	1	2	0	0	0	0	1	1	0	0	206	1	0	2	0	0	3	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	6	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	5	1	5	0	0	0	7	1	1	4	2	0	0	12	11	1	3	2	0	0	0	0	0	0	29	15	0	5	0	0	0	1	4	1	0	0	1	1	0	6	0	6	0	1	0	0	0	1	0	0	3	1	0	2	1	0	1	3	0	0	3	1	1	0	0	9	2	10	0	0	2	0	5	6	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	6	0	0	0	0	0	39	0	1	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	6	2	2	1	1	0	2	20	0	3	1	1	4	0	1	0	1	0	0	0	0	0	1	0	3	2	4	0	1	0	1	1	0	3	0	1	0	3	0	1	4	1	2	0	0	0	0	0	2	3	0	0	2	1	3	0	0	0	0	0	3	1	0	2	1	1	5	5	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	7	1	3	6	0	1	1	2	0	2	0	1	6	0	13	0	0	0	0	0	0	0	1	3	9	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	6	1	5	0	0	3	1	0	0	1	1	1	0	2	1	0	4	0	0	1	2	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	4	1	1	1	0	0	3	0	0	1	0	0	3	3	3	1	3	0	0	1	0	0	3	3	2	0	0	1	1	0	2	0	0	0	1	0	0	0	0	12	1	7	0	0	0	0	1	2	1	0	0	0	1	0	0	3	0	0	6	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	2	2	0	0	8	1	0	1	0	0	0	0	0	0	10	0	1	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	4	2
Life as donny	1	0	0	1	0	1	9	0	0	48	2	1	0	0	6	2	1	0	1	0	0	6	0	0	0	1	0	0	3	14	0	0	0	0	0	1	0	0	0	0	2	3	2	0	1	0	1	0	0	1	0	0	0	0	1	4	1	4	0	0	0	0	0	5	8	3	0	0	0	10	0	0	2	0	2	0	0	0	0	0	2	0	1	1	4	0	3	0	0	1	2	1	0	0	1	0	0	0	0	0	5	0	1	2	0	0	0	20	3	0	0	1	2	2	1	0	0	0	1	6	1	0	2	2	1	0	4	0	0	0	0	0	2	1	0	0	0	2	1	2	1	0	0	0	0	1	1	1	0	2	0	0	2	1	0	2	1	0	6	1	3	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	2	1	0	0	0	7	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	2	2	0	0	15	0	7	0	1	0	0	1	0	5	4	1	0	0	1	3	3	1	0	0	5	2	0	6	0	0	0	1	0	0	0	0	1	1	0	0	3	0	0	2	2	1	0	0	0	8	0	1	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	1	1	2	2	0	0	0	3	0	0	0	0	2	0	5	1	1	0	0	0	0	4	1	0	0	1	1	0	0	4	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	4	0	0	2	0	2	4	0	0	0	3	0	0	0	0	0	1	1	0	20	0	0	1	0	0	0	0	0	1	1	0	2	1	0	2	3	3	0	1	0	4	0	0	0	2	0	2	0	0	1	2	2	0	1	0	0	0	0	0	0	1	4	0	1	0	1	0	0	1	1	3	0	1	0	0	0	0	0	1	3	0	1	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	7	0	1	0	1	1	2	2	1	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	2	0	3	1	0	0	0	0	0	0	0	0	4	0	2	0	0	6	0	0	0	3	0	0	2	0	0	0	0	13	0	0	10
a twist of lime	1	0	2	0	3	1	0	7	0	1	0	0	0	9	0	0	6	2	5	3	0	1	0	0	3	1	4	1	0	2	0	1	1	0	0	3	0	0	1	0	1	2	33	20	3	1	9	0	0	3	2	3	2	0	6	3	0	0	1	1	0	0	1	1	0	0	9	1	2	0	1	1	0	0	7	0	6	1	5	34	1	1	1	1	1	0	5	2	1	1	5	2	1	0	0	0	0	0	4	0	1	3	0	1	8	6	2	3	199	2	7	6	1	1	1	0	0	0	9	3	2	0	2	2	1	4	3	1	0	3	0	3	1	21	9	0	2	0	2	4	5	1	9	2	11	1	1	2	0	0	1	2	1	5	3	19	0	1	8	2	3	6	2	1	2	3	4	4	4	1	1	1	1	4	4	1	3	1	42	7	0	5	0	1	1	1	0	0	4	0	2	1	0	8	6	2	4	0	1	11	9	21	1	1	5	29	2	1	0	1	0	0	1	6	0	11	5	0	14	0	4	11	0	0	1	17	4	0	1	2	0	4	0	0	2	14	3	3	12	5	42	5	0	1	7	0	0	2	0	0	3	0	3	0	1	8	1	3	1	0	2	7	4	0	1	8	1	4	4	1	0	2	0	0	7	21	3	0	0	4	1	0	0	1	2	0	4	0	3	3	7	6	6	3	2	0	1	0	4	2	2	7	2	7	2	0	0	4	4	4	1	5	6	4	1	14	2	3	1	0	1	0	2	15	6	1	3	0	5	5	0	0	0	2	5	1	0	3	1	0	0	2	0	6	0	2	3	2	0	2	7	24	0	5	5	2	2	1	0	2	0	10	8	3	5	5	0	0	1	1	2	1	0	10	8	0	3	0	1	1	0	3	3	4	3	6	0	1	3	0	4	4	3	1	3	2	1	3	5	1	0	7	1	2	0	4	1	2	4	4	1	0	1	4	5	1	2	1	6	0	8	1	4	0	5	0	2	1	0	3	0	2	4	2	2	14	0	0	0	4	6	7	16	1	2	0	4	2	0	3	28	0	116	0	3	1	1	1	2	3	1	0	0	0	2	45	2	6	18	1	1	1	18	1	0	0	4	0	2	2	2	4	11	1	0	0	0	3	3	1	2	6	0	6	5	1	3	0	4	0
Holton's Home	1	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	1	5	2	0	0	15	1	0	0	6	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	1	27	0	0	1	2	1	9	0	0	0	0	13	4	1	1	0	0	0	2	5	0	0	0	0	3	0	1	12	0	1	0	0	8	0	0	0	0	0	0	13	0	0	0	0	4	0	0	1	3	0	5	5	5	0	17	0	0	0	1	0	0	1	0	0	0	1	0	2	0	7	1	0	2	0	0	0	3	2	0	1	0	1	1	0	0	0	2	0	1	3	0	0	0	0	5	2	1	2	1	0	0	0	0	0	1	1	0	0	1	0	12	0	2	0	2	2	1	1	2	0	6	0	2	1	2	0	1	2	4	0	0	11	2	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	5	1	0	2	1	0	1	3	1	2	0	20	3	0	1	1	5	0	1	0	4	0	0	2	1	2	0	1	0	6	1	1	2	1	0	2	0	0	0	1	1	0	0	0	3	0	0	0	2	2	6	3	1	0	0	2	1	1	0	1	0	1	0	3	4	3	2	1	0	1	0	0	3	0	0	1	1	1	0	5	4	3	1	1	0	0	1	0	0	0	5	3	1	3	0	2	0	4	0	0	0	0	3	0	0	1	1	2	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	20	2	0	0	0	0	4	0	0	0	5	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	4	0	8	0	0	0	1	0	1	1	1	0	0	0	0	0	1	2	1	1	0	0	1	1	4	0	0	1	5	0	0	3	0	0	1	0	1	1	0	5	2	1	0	0	0	1	1	7	0	0	2	1	0	1	0	2	0	0	0	5	0	1	0	0	1	1	0	0	0	0	0	4	0	9	1	0	0	0	6	0	0	1	1	1	1	0	0	0	0	0	2	0	0	0	1	0	1	9	0	4	0	1	0	0	0	0	0	0	15	0	0	2	2	0
The Search For The Meaning of Life	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	1	3	2	1	0	0	1	4	0	0	3	0	0	0	0	1	2	0	0	44	0	0	0	3	0	0	0	0	4	1	1	0	0	0	1	2	1	3	0	0	0	6	0	1	0	0	0	0	7	1	0	4	1	0	3	5	0	2	0	1	0	0	0	0	0	0	0	4	2	6	0	3	1	0	0	3	0	1	0	0	5	0	0	0	11	2	1	0	1	2	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	0	1	2	0	2	1	3	2	0	2	0	1	6	0	1	0	0	1	7	1	0	0	2	0	1	0	2	0	4	0	1	0	2	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	11	0	1	1	1	1	0	0	0	0	2	4	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	4	0	5	1	0	0	0	0	2	4	1	0	0	0	0	1	1	10	0	1	0	2	0	0	3	1	2	0	3	0	1	1	0	4	0	25	4	3	0	0	3	0	0	3	1	7	1	0	1	0	0	0	0	2	3	0	0	1	0	1	3	0	1	0	0	1	1	0	0	0	0	1	1	0	3	1	0	0	3	1	1	2	0	1	1	0	2	0	0	2	0	5	0	0	1	0	1	0	0	1	1	0	4	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	13	1	2	0	1	0	1	0	2	0	6	0	2	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	2	1	0	3	0	4	0	0	0	1	4	0	0	0	0	0	0	5	2	1	0	5	6	0	0	0	1	0	2	8	4	0	0	0	0	0	0	1	1	0	1	0	4	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	7	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	2	2	7	1	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	6	0	4	0	1	0	0	2	3	0	0	4	0	0	0	0	0	0	0	1	0	1	0	6	1	0	0	2
